Id,House Type,Zone,LotFrontage,LotArea,Street,Alley Type,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Type of Dwelling,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Roof Material,Exterior Quality,Exterior Condition,BsmtQual,BsmtCond,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical System,1stFlrSF,2ndFlrSF,Above Ground Living Area,KitchenQual,Total Rm above Ground,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,SalePrice
79,90,RL,72,10778,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Duplex,1Story,4,5,1968,1968,Hip,CompShg,TA,TA,TA,TA,1768,1768,GasA,TA,N,SBrkr,1768,0,1768,TA,8,0,NA,NA,NA,NA,0,0,NA,NA,Y,4,2010,WD,Normal,136500
80,50,RM,60,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,1Fam,2Story,5,6,1910,1981,Gable,CompShg,TA,TA,TA,TA,440,440,GasA,Gd,Y,SBrkr,682,548,1230,TA,5,0,NA,Detchd,1966,Unf,2,440,TA,TA,Y,5,2009,WD,Normal,110000
81,60,RL,100,13000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,2Story,6,6,1968,1968,Gable,CompShg,TA,Gd,Gd,TA,448,896,GasA,TA,Y,SBrkr,1182,960,2142,Gd,8,1,Gd,Attchd,1968,Fin,1,509,TA,TA,Y,6,2009,WD,Normal,193500
82,120,RM,32,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,TA,Gd,Ex,Gd,36,1237,GasA,Ex,Y,SBrkr,1337,0,1337,TA,5,0,NA,Attchd,1998,Fin,2,405,TA,TA,Y,3,2006,WD,Normal,153500
83,20,RL,78,10206,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,1Story,8,5,2007,2007,Gable,CompShg,TA,TA,Gd,TA,1530,1563,GasA,Ex,Y,SBrkr,1563,0,1563,Gd,6,1,Gd,Attchd,2007,RFn,3,758,TA,TA,Y,10,2008,WD,Normal,245000
84,20,RL,80,8892,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,5,1960,1960,Gable,CompShg,TA,TA,TA,TA,1065,1065,GasA,Gd,Y,SBrkr,1065,0,1065,TA,6,0,NA,Detchd,1974,Unf,2,461,TA,TA,Y,7,2007,COD,Normal,126500
85,80,RL,NA,8530,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,TA,TA,Gd,TA,384,384,GasA,Gd,Y,SBrkr,804,670,1474,TA,7,1,TA,BuiltIn,1995,Fin,2,400,TA,TA,Y,5,2009,WD,Normal,168500
86,60,RL,121,16059,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,1Fam,2Story,8,5,1991,1992,Hip,CompShg,Gd,TA,Gd,TA,1288,1288,GasA,Ex,Y,SBrkr,1301,1116,2417,Gd,9,1,TA,Attchd,1991,Unf,2,462,TA,TA,Y,4,2006,WD,Normal,260000
87,60,RL,122,11911,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,2005,2005,Gable,CompShg,Gd,TA,Gd,TA,684,684,GasA,Ex,Y,SBrkr,684,876,1560,Gd,6,1,Gd,BuiltIn,2005,Fin,2,400,TA,TA,Y,3,2009,WD,Normal,174000
88,160,FV,40,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,Gd,TA,Gd,TA,612,612,GasA,Ex,Y,SBrkr,612,612,1224,Gd,4,0,NA,Detchd,2009,RFn,2,528,TA,TA,Y,6,2009,New,Partial,164500
89,50,C (all),105,8470,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Fa,Fa,TA,Fa,1013,1013,GasA,TA,N,SBrkr,1013,0,1526,Fa,6,0,NA,NA,NA,NA,0,0,NA,NA,N,10,2009,ConLD,Abnorml,85000
90,20,RL,60,8070,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,4,5,1994,1995,Gable,CompShg,TA,TA,Gd,TA,402,990,GasA,Ex,Y,SBrkr,990,0,990,TA,5,0,NA,NA,NA,NA,0,0,NA,NA,Y,8,2007,WD,Normal,123600
91,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,4,5,1950,1950,Gable,CompShg,TA,TA,NA,NA,0,0,GasA,TA,Y,FuseA,1040,0,1040,TA,4,0,NA,Detchd,1950,Unf,2,420,TA,TA,Y,7,2006,WD,Normal,109900
92,20,RL,85,8500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,3,1961,1961,Hip,CompShg,TA,TA,TA,TA,635,1235,GasA,TA,Y,SBrkr,1235,0,1235,TA,6,0,NA,Attchd,1961,Unf,2,480,TA,TA,Y,12,2006,WD,Abnorml,98600
93,30,RL,80,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,1Fam,1Story,5,7,1921,2006,Gable,CompShg,TA,Gd,Gd,TA,163,876,GasA,Ex,Y,SBrkr,964,0,964,TA,5,0,NA,Detchd,1921,Unf,2,432,TA,TA,Y,8,2009,WD,Normal,163500
94,190,C (all),60,7200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,TA,TA,TA,Fa,168,1214,GasW,Ex,N,SBrkr,1260,1031,2291,TA,9,1,Gd,Detchd,1900,Unf,2,506,TA,TA,Y,11,2007,WD,Normal,133900
95,60,RL,69,9337,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,6,5,1997,1997,Gable,CompShg,TA,Gd,Gd,TA,176,824,GasA,Ex,Y,SBrkr,905,881,1786,Gd,7,0,NA,Attchd,1997,RFn,2,684,TA,TA,Y,5,2007,WD,Normal,204750
96,60,RL,NA,9765,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,1Fam,2Story,6,8,1993,1993,Gable,CompShg,Ex,Gd,Gd,Gd,370,680,GasA,Gd,Y,SBrkr,680,790,1470,TA,6,1,TA,BuiltIn,1993,Fin,2,420,TA,TA,Y,4,2009,WD,Normal,185000
97,20,RL,78,10264,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7,5,1999,1999,Gable,CompShg,Gd,TA,Gd,TA,426,1588,GasA,Ex,Y,SBrkr,1588,0,1588,Gd,6,0,NA,Attchd,1999,RFn,2,472,TA,TA,Y,8,2006,WD,Normal,214000
98,20,RL,73,10921,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Edwards,1Fam,1Story,4,5,1965,1965,Hip,CompShg,TA,TA,TA,TA,440,960,GasA,TA,Y,FuseF,960,0,960,TA,6,0,NA,Attchd,1965,Fin,1,432,TA,TA,P,5,2007,WD,Normal,94750
99,30,RL,85,10625,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,1Fam,1Story,5,5,1920,1950,Gable,CompShg,TA,TA,TA,TA,350,458,GasA,Fa,N,SBrkr,835,0,835,TA,5,0,NA,Basment,1920,Unf,1,366,Fa,TA,Y,5,2010,COD,Abnorml,83000
100,20,RL,77,9320,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,4,5,1959,1959,Gable,CompShg,TA,TA,TA,TA,381,950,GasA,Fa,Y,SBrkr,1225,0,1225,TA,6,0,NA,NA,NA,NA,0,0,NA,NA,Y,1,2010,WD,Normal,128950
101,20,RL,NA,10603,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,6,7,1977,2001,Gable,CompShg,TA,TA,TA,TA,410,1610,GasA,Gd,Y,SBrkr,1610,0,1610,Gd,6,2,TA,Attchd,1977,RFn,2,480,TA,TA,Y,2,2010,WD,Normal,205000
102,60,RL,77,9206,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,6,5,1985,1985,Gable,CompShg,Gd,TA,Gd,TA,741,741,GasA,TA,Y,SBrkr,977,755,1732,Gd,7,1,TA,Attchd,1985,Fin,2,476,TA,TA,Y,6,2010,WD,Normal,178000
103,90,RL,64,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Duplex,1Story,5,5,1979,1979,Gable,CompShg,TA,Fa,NA,NA,0,0,GasA,TA,Y,SBrkr,1535,0,1535,TA,8,0,NA,Attchd,1979,Unf,2,410,TA,TA,Y,6,2009,WD,Alloca,118964
104,20,RL,94,10402,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,1Fam,1Story,7,5,2009,2009,Gable,CompShg,TA,TA,Gd,TA,1226,1226,GasA,Ex,Y,SBrkr,1226,0,1226,Gd,6,0,NA,Attchd,2009,RFn,3,740,TA,TA,Y,5,2010,WD,Normal,198900
105,50,RM,NA,7758,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,TA,Fa,TA,TA,816,1040,GasA,Ex,Y,FuseF,1226,592,1818,TA,7,2,TA,Detchd,1951,Unf,1,240,TA,TA,Y,6,2007,WD,Normal,169500
106,60,FV,75,9375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,2Story,8,5,2003,2004,Hip,CompShg,Gd,TA,Ex,TA,1053,1053,GasA,Ex,Y,SBrkr,1053,939,1992,Gd,9,1,Gd,Attchd,2003,RFn,2,648,TA,TA,Y,8,2008,WD,Normal,250000
107,30,RM,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,TA,TA,Fa,TA,641,641,GasA,Gd,Y,SBrkr,1047,0,1047,TA,6,0,NA,Detchd,1954,Unf,1,273,Fa,Fa,N,8,2007,WD,Normal,100000
108,20,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1Story,5,5,1948,1950,Gable,CompShg,TA,TA,TA,TA,516,789,GasA,Ex,Y,SBrkr,789,0,789,TA,5,0,NA,Detchd,1948,Unf,1,250,TA,TA,Y,4,2008,WD,Partial,115000
109,50,RM,85,8500,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,TA,TA,TA,TA,793,793,GasW,TA,N,FuseF,997,520,1517,Fa,7,0,NA,NA,NA,NA,0,0,NA,NA,N,8,2007,WD,Normal,115000
110,20,RL,105,11751,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,6,6,1977,1977,Hip,CompShg,TA,TA,Gd,TA,1139,1844,GasA,Ex,Y,SBrkr,1844,0,1844,TA,7,1,TA,Attchd,1977,RFn,2,546,TA,TA,Y,1,2010,COD,Normal,190000
111,50,RL,75,9525,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,TA,TA,TA,Fa,550,994,GasA,Gd,Y,SBrkr,1216,639,1855,TA,7,0,NA,Attchd,1954,Unf,1,325,TA,TA,Y,10,2006,WD,Normal,136900
112,80,RL,NA,7750,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,TA,TA,Gd,TA,134,384,GasA,Ex,Y,SBrkr,774,656,1430,TA,7,1,TA,BuiltIn,2000,Fin,2,400,TA,TA,Y,4,2010,WD,Normal,180000
113,60,RL,77,9965,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,7,5,2007,2007,Gable,CompShg,Gd,TA,Ex,TA,280,1264,GasA,Ex,Y,SBrkr,1282,1414,2696,Ex,10,1,Gd,BuiltIn,2007,Fin,3,792,TA,TA,Y,10,2007,New,Partial,383970
114,20,RL,NA,21000,Pave,NA,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,1Fam,1Story,6,5,1953,1953,Hip,CompShg,TA,Gd,Gd,TA,905,1809,GasA,TA,Y,SBrkr,2259,0,2259,Gd,7,2,Gd,Basment,1953,Unf,2,450,TA,TA,Y,10,2007,COD,Abnorml,217000
115,70,RL,61,7259,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Crawfor,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,TA,TA,TA,TA,104,1028,GasA,Ex,Y,SBrkr,1436,884,2320,Gd,9,1,TA,Detchd,1945,Unf,1,180,TA,TA,Y,7,2007,WD,Normal,259500
116,160,FV,34,3230,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,TA,TA,Gd,TA,310,729,GasA,Gd,Y,SBrkr,729,729,1458,TA,5,1,Fa,Detchd,1999,Unf,2,440,TA,TA,Y,6,2007,WD,Normal,176000
117,20,RL,NA,11616,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1962,1962,Gable,CompShg,TA,TA,TA,TA,252,1092,GasA,TA,Y,SBrkr,1092,0,1092,TA,6,1,Po,Attchd,1962,Unf,1,288,TA,TA,Y,9,2009,WD,Normal,139000
118,20,RL,74,8536,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,1Fam,1Story,5,5,2006,2007,Gable,CompShg,TA,TA,Gd,TA,1125,1125,GasA,Gd,Y,SBrkr,1125,0,1125,TA,5,0,NA,Attchd,2007,Unf,2,430,TA,TA,Y,4,2007,New,Partial,155000
119,60,RL,90,12376,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,1Fam,2Story,7,5,1990,1990,Hip,CompShg,TA,TA,Gd,TA,203,1673,GasA,Gd,Y,SBrkr,1699,1523,3222,Gd,11,2,TA,Attchd,1990,Unf,3,594,TA,TA,Y,5,2010,WD,Normal,320000
120,60,RL,65,8461,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,6,5,2005,2006,Gable,CompShg,Gd,TA,Gd,TA,728,728,GasA,Ex,Y,SBrkr,728,728,1456,Gd,8,1,Gd,Attchd,2005,Fin,2,390,TA,TA,Y,7,2006,New,Partial,163990
121,80,RL,NA,21453,Pave,NA,IR1,Low,AllPub,CulDSac,Sev,ClearCr,1Fam,SLvl,6,5,1969,1969,Flat,Metal,TA,TA,TA,TA,0,938,GasA,Ex,Y,SBrkr,988,0,988,TA,4,2,TA,Attchd,1969,Unf,2,540,TA,TA,Y,10,2006,WD,Normal,180000
122,50,RM,50,6060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,TA,TA,TA,TA,732,732,GasA,Gd,Y,SBrkr,772,351,1123,TA,4,0,NA,Detchd,1979,Unf,1,264,TA,TA,P,6,2007,WD,Normal,100000
123,20,RL,75,9464,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,1Story,6,7,1958,1958,Hip,CompShg,TA,Gd,TA,TA,510,1080,GasA,Gd,Y,SBrkr,1080,0,1080,TA,5,0,NA,Attchd,1958,Unf,1,288,TA,TA,Y,6,2008,WD,Normal,136000
124,120,RL,55,7892,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Gd,TA,Gd,TA,899,1199,GasA,Ex,Y,SBrkr,1199,0,1199,Gd,5,0,NA,Attchd,1993,RFn,2,530,TA,TA,Y,3,2008,WD,Normal,153900
125,20,RL,48,17043,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,1Fam,1Story,6,5,1979,1998,Gable,CompShg,TA,Gd,Gd,Fa,1362,1362,GasA,TA,Y,SBrkr,1586,0,1586,TA,7,1,TA,Attchd,1979,Unf,2,435,TA,TA,Y,1,2009,WD,Normal,181000
126,190,RM,60,6780,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,TA,Fa,TA,TA,30,520,GasA,Gd,N,SBrkr,520,0,754,TA,5,0,NA,NA,NA,NA,0,0,NA,NA,N,6,2006,WD,Normal,84500
127,120,RL,NA,4928,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,TA,TA,Gd,TA,958,1078,GasA,TA,Y,SBrkr,958,0,958,TA,5,1,TA,Attchd,1977,RFn,2,440,TA,TA,Y,2,2007,WD,Normal,128000
128,45,RM,55,4388,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,TA,Gd,TA,TA,556,672,GasA,Ex,Y,SBrkr,840,0,840,TA,5,1,TA,NA,NA,NA,0,0,NA,NA,N,6,2007,WD,Normal,87000
129,60,RL,69,7590,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,2Story,6,5,1966,1966,Gable,CompShg,TA,TA,TA,TA,148,660,GasA,TA,Y,SBrkr,660,688,1348,TA,6,1,Fa,Attchd,1966,RFn,2,453,TA,TA,Y,7,2006,WD,Normal,155000
130,20,RL,69,8973,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,7,1958,1991,Gable,CompShg,TA,TA,TA,TA,413,1008,GasA,TA,Y,FuseA,1053,0,1053,Ex,6,0,NA,2Types,1998,RFn,2,750,TA,TA,Y,7,2006,WD,Abnorml,150000
131,60,RL,88,14200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,2Story,7,6,1966,1966,Gable,CompShg,TA,TA,TA,TA,479,924,GasA,Ex,Y,SBrkr,1216,941,2157,Gd,8,2,Gd,Attchd,1966,Fin,2,487,TA,TA,Y,5,2006,WD,Normal,226000
132,60,RL,NA,12224,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,1Fam,2Story,6,5,2000,2000,Gable,CompShg,Gd,TA,Gd,TA,297,992,GasA,Ex,Y,SBrkr,1022,1032,2054,Gd,7,1,TA,BuiltIn,2000,RFn,2,390,TA,TA,Y,7,2009,WD,Normal,244000
133,20,RL,75,7388,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,1Story,5,6,1959,2002,Gable,CompShg,TA,TA,TA,TA,658,1063,GasA,Gd,Y,SBrkr,1327,0,1327,Gd,7,0,NA,Detchd,1974,Unf,2,624,TA,TA,Y,7,2007,WD,Normal,150750
134,20,RL,NA,6853,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,1Fam,1Story,8,5,2001,2002,Gable,CompShg,Gd,TA,Ex,TA,262,1267,GasA,Ex,Y,SBrkr,1296,0,1296,Gd,6,0,NA,Attchd,2001,Fin,2,471,TA,TA,Y,6,2009,WD,Normal,220000
135,20,RL,78,10335,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5,6,1968,1993,Gable,CompShg,TA,TA,TA,TA,891,1461,GasA,Gd,Y,SBrkr,1721,0,1721,TA,7,1,TA,Attchd,1968,RFn,2,440,TA,TA,Y,7,2006,WD,Normal,180000
136,20,RL,80,10400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,7,6,1970,1970,Hip,CompShg,TA,TA,TA,TA,1304,1304,GasA,Gd,Y,SBrkr,1682,0,1682,TA,7,1,Gd,Attchd,1970,Unf,2,530,TA,TA,Y,5,2008,WD,Normal,174000
137,20,RL,NA,10355,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,1Story,5,5,1967,1967,Gable,CompShg,TA,TA,TA,TA,519,1214,GasA,TA,Y,SBrkr,1214,0,1214,TA,5,1,Fa,Attchd,1967,RFn,1,318,TA,TA,Y,7,2007,WD,Normal,143000
138,90,RL,82,11070,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Duplex,1Story,7,5,1988,1989,Gable,CompShg,TA,TA,TA,TA,1907,1907,GasA,Gd,Y,SBrkr,1959,0,1959,TA,9,0,NA,2Types,1989,Unf,3,766,TA,TA,Y,7,2006,WD,Family,171000
139,60,RL,73,9066,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,8,5,1999,2000,Gable,CompShg,Gd,TA,Gd,TA,336,1004,GasA,Ex,Y,SBrkr,1004,848,1852,Gd,7,2,TA,Attchd,1999,Fin,3,660,TA,TA,Y,12,2008,WD,Normal,230000
140,60,RL,65,15426,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,6,5,1997,1997,Gable,CompShg,TA,TA,Gd,TA,107,928,GasA,Ex,Y,SBrkr,928,836,1764,Gd,7,0,NA,Attchd,1997,RFn,2,470,TA,TA,Y,8,2009,WD,Normal,231500
141,20,RL,70,10500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,1Fam,1Story,4,5,1971,1971,Gable,CompShg,TA,TA,TA,TA,432,864,GasA,TA,Y,SBrkr,864,0,864,TA,5,1,Po,NA,NA,NA,0,0,NA,NA,Y,4,2010,ConLI,Normal,115000
142,20,RL,78,11645,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2005,2005,Gable,CompShg,Gd,TA,Gd,TA,434,1734,GasA,Ex,Y,SBrkr,1734,0,1734,Gd,7,0,NA,Attchd,2005,Fin,2,660,TA,TA,Y,1,2006,WD,Normal,260000
143,50,RL,71,8520,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,TA,Fa,TA,TA,403,910,GasA,Fa,Y,SBrkr,910,475,1385,TA,6,0,NA,Detchd,2000,Unf,2,720,TA,TA,Y,6,2010,WD,Normal,166000
144,20,RL,78,10335,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7,5,1999,1999,Gable,CompShg,Gd,TA,Gd,TA,811,1490,GasA,Ex,Y,SBrkr,1501,0,1501,Gd,6,0,NA,Attchd,1999,RFn,2,577,TA,TA,Y,6,2009,WD,Normal,204000
145,90,RM,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Duplex,1Story,5,5,1963,1963,Gable,CompShg,TA,TA,TA,TA,396,1728,GasA,TA,Y,SBrkr,1728,0,1728,TA,10,0,NA,Detchd,1963,Unf,2,504,TA,TA,Y,11,2006,ConLI,Abnorml,125000
146,160,RM,24,2522,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Twnhs,2Story,6,5,2004,2006,Gable,CompShg,Gd,TA,Gd,TA,970,970,GasA,Ex,Y,SBrkr,970,739,1709,Gd,7,0,NA,Detchd,2004,Unf,2,380,TA,TA,Y,4,2006,WD,Normal,130000
147,30,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,1Fam,1Story,5,7,1931,1993,Gable,CompShg,TA,TA,TA,TA,506,715,GasA,TA,Y,FuseA,875,0,875,TA,5,0,NA,Detchd,1931,Unf,1,180,Fa,TA,Y,11,2009,WD,Normal,105000
148,60,RL,NA,9505,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,1Fam,2Story,7,5,2001,2001,Gable,CompShg,Gd,TA,Gd,TA,884,884,GasA,Ex,Y,SBrkr,884,1151,2035,Gd,8,1,Gd,BuiltIn,2001,Fin,2,434,TA,TA,Y,5,2010,WD,Normal,222500
149,20,RL,63,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,1Story,7,5,2004,2005,Gable,CompShg,TA,TA,Gd,TA,400,1080,GasA,Ex,Y,SBrkr,1080,0,1080,Gd,6,0,NA,NA,NA,NA,0,0,NA,NA,Y,4,2008,WD,Normal,141000
150,50,RM,NA,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,TA,TA,Gd,TA,896,896,GasA,Gd,Y,FuseA,896,448,1344,TA,7,0,NA,Detchd,1936,Unf,1,240,Fa,TA,Y,4,2006,WD,Normal,115000
151,20,RL,120,10356,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,1Fam,1Story,5,6,1975,1975,Gable,CompShg,TA,TA,TA,TA,253,969,GasA,TA,Y,SBrkr,969,0,969,TA,5,0,NA,Attchd,1975,Unf,2,440,TA,TA,Y,1,2007,WD,Normal,122000
152,20,RL,107,13891,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,8,5,2007,2008,Hip,CompShg,Gd,TA,Ex,TA,310,1710,GasA,Ex,Y,SBrkr,1710,0,1710,Gd,6,1,Gd,Attchd,2007,RFn,3,866,TA,TA,Y,1,2008,New,Partial,372402
153,60,RL,NA,14803,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,1Fam,2Story,6,5,1971,1971,Gable,CompShg,TA,TA,TA,TA,409,825,GasA,Gd,Y,SBrkr,1097,896,1993,TA,8,1,Gd,Attchd,1971,RFn,2,495,TA,TA,Y,6,2006,WD,Normal,190000
154,20,RL,NA,13500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,1Fam,1Story,6,7,1960,1975,Flat,CompShg,TA,TA,Gd,TA,93,1602,GasA,Gd,Y,SBrkr,1252,0,1252,TA,4,1,Gd,Attchd,1960,RFn,2,564,TA,TA,Y,3,2008,WD,Normal,235000
155,30,RM,84,11340,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,1Fam,1Story,6,5,1923,1950,Gable,CompShg,TA,TA,TA,TA,1200,1200,GasA,TA,Y,FuseA,1200,0,1200,TA,7,0,NA,Detchd,1923,Unf,1,312,Fa,Fa,Y,3,2006,WD,Family,125000
156,50,RL,60,9600,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,TA,TA,TA,TA,572,572,Grav,Fa,N,FuseF,572,524,1096,TA,5,0,NA,NA,NA,NA,0,0,NA,NA,N,4,2008,WD,Normal,79000
157,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,7,1950,1950,Hip,CompShg,TA,TA,NA,NA,0,0,GasA,TA,Y,FuseF,1040,0,1040,TA,5,0,NA,Detchd,1950,Unf,2,625,TA,TA,Y,6,2006,WD,Normal,109500
158,60,RL,92,12003,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Timber,1Fam,2Story,8,5,2009,2010,Gable,CompShg,Gd,TA,Ex,TA,774,774,GasA,Ex,Y,SBrkr,774,1194,1968,Ex,8,1,Gd,BuiltIn,2009,Fin,3,680,TA,TA,Y,5,2010,New,Partial,269500
